;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s)
45.;1601004723;02.06.2009;AMGEN VENTURES LLC;MIRAGEN THERAPEUTICS INC.;US;2834 / 8731
46.;1601132789;09.11.2009;AMGEN VENTURES LLC;TRINITY BIOSYSTEMS INC.;US;2834 / 8731
47.;1909621324;23.08.2017;AMGEN VENTURES LLC;GNS HEALTHCARE INC.;US;7374
48.;1601078064;;AMGEN VENTURES LLC;XORI CORPORATION;US;2834 / 8731
49.;1909126919;17.07.2014;AMGEN VENTURES LLC;NEXIMMUNE INC.;US;8731
50.;1601272873;17.05.2011;AMGEN VENTURES LLC;ONCOFACTOR CORPORATION;US;8731
51.;1601218930;27.09.2010;AMGEN VENTURES LLC;DECIMMUNE THERAPEUTICS INC.;US;2836 / 8731
52.;1909196260;05.02.2015;AMGEN VENTURES LLC;CYTOS BIOTECHNOLOGY AG;CH;2834 / 8731
53.;295145;18.11.2004;AMGEN VENTURES LLC;VLST CORPORATION;US;2834 / 8731
54.;1601416943;26.10.2012;AMGEN VENTURES LLC;ATARA BIOTHERAPEUTICS INC.;US;8731
55.;295142;18.11.2004;AMGEN VENTURES LLC;VIEVAX CORPORATION;US;2834 / 8731
56.;311868;24.01.2005;AMGEN VENTURES LLC;SPALTUDAQ CORPORATION;US;2834 / 8731
57.;361679;13.07.2005;AMGEN VENTURES LLC;HOMESTEAD CLINICAL CORPORATION;US;3841 / 8731
58.;392703;04.11.2005;AMGEN VENTURES LLC;ALLOZYNE INC.;US;2834 / 8731
59.;1601033604;21.11.2008;AMGEN VENTURES LLC;GPC-RX CORPORATION;US;2834 / 8731
60.;1601112911;15.08.2008;AMGEN VENTURES LLC;MIRINA CORPORATION;US;2834 / 8731
61.;1601112921;14.03.2008;AMGEN VENTURES LLC;RECODAGEN CORPORATION;US;2834 / 8731
62.;1601112932;28.07.2006;AMGEN VENTURES LLC;SEREDIGM INC.;US;8731
63.;1601231361;01.12.2010;AMGEN VENTURES LLC;ACYLIN THERAPEUTICS INC.;US;2834 / 6799 / 8731
64.;1941062878;26.03.2018;AMGEN VENTURES LLC;QURALIS CORPORATION;US;2834 / 8731
