;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s)
124.;1941081213;15.05.2018;GV;MEMSQL INC.;US;7374
125.;1941075115;01.05.2018;GV;HUSTLE INC.;US;7374
126.;1909458991;06.07.2016;GV;LIGHTCO INC., THE;US;3861 / 7371 / 7372
127.;1909429589;21.04.2016;GV;ANOMALI INC.;US;7372 / 7374
128.;1909415623;15.03.2016;GV;SKYPORT SYSTEMS INC.;US;7373
129.;1909327500;05.01.2016;GV;TOAST INC.;US;7374
130.;1909307084;10.11.2015;GV;CLASSPASS INC.;US;7374
131.;1909221059;14.04.2015;GV;DUO SECURITY INC.;US;7372 / 7374
132.;1909192270;;GV;RIPPLE LABS INC.;US;7374
133.;1909328463;07.01.2016;GV;ALECTOR LLC;US;8731
134.;1909022199;11.12.2013;GV;EGNYTE INC.;US;7371 / 7374
135.;1941088089;29.05.2018;GV;CTRL-LABS CORPORATION;US;7372 / 7374
136.;1909436660;09.05.2016;GV;COREOS INC.;US;7371 / 7372 / 7374
137.;1601463034;10.04.2013;GV;OPTIMIZELY INC.;US;7374
138.;1941054816;12.10.2016;GV;MIST SYSTEMS INC.;US;3663 / 7374
139.;1601202316;08.09.2010;GV;IPIERIAN INC.;US;2834 / 8731
140.;1909137549;21.08.2014;GV;JAUNT INC.;US;7372 / 7374
141.;1909640339;12.10.2017;GV;SECURITYSCORECARD INC.;US;7372 / 7373 / 7374
142.;1941026359;15.01.2018;GV;VACCITECH LTD;GB;8731
143.;1909578206;10.05.2017;GV;COCKROACH LABS INC.;US;7374
144.;1909066614;29.01.2014;GV;BLUE BOTTLE COFFEE INC.;US;2095 / 5812
145.;1909074973;20.02.2014;GV;IONIC SECURITY INC.;US;7371 / 7374
146.;1909248651;19.06.2015;GV;TAMR INC.;US;7374
147.;1941137668;26.09.2018;GV;VEEM PAYMENTS INC.;US;7372 / 7374
148.;1941056094;14.09.2017;GV;FAUNA INC.;US;7372 / 7374
149.;1941037771;13.02.2018;GV;UJET INC.;US;7374
150.;1941031879;29.01.2018;GV;HOVER INC.;US;7372 / 7374
151.;1909422251;01.04.2016;GV;MANAGED BY Q INC.;US;7371 / 7372
152.;1909222529;16.04.2015;GV;JELLO LABS INC.;US;7374
153.;1909062057;19.02.2015;GV;SYNACK INC.;US;7374
154.;1601479643;29.05.2013;GV;TUNEIN INC.;US;7371 / 7374
155.;1601372262;22.05.2012;GV;AIRTIME MEDIA INC.;US;7374 / 8999
156.;1601279567;16.06.2011;GV;TRANSPHORM INC.;US;3674
157.;1601228973;29.10.2010;GV;HOMEAWAY INC.;US;7374 / 8999
158.;477281;30.09.2007;GV;SHANGHAI HANTAO INFORMATION CONSULTATION CO., LTD;CN;7374
159.;1909569955;20.04.2017;GV;ZAPPRX INC.;US;7374
160.;1909066059;28.01.2014;GV;MEDIUM CORPORATION;US;7374
161.;1601297511;02.09.2011;GV;CLEAN POWER FINANCE INC.;US;6141 / 6153 / 6159 / 7374
162.;1909553710;09.03.2017;GV;CURRENCY CLOUD GROUP LTD, THE;GB;6231
163.;1909553923;08.03.2017;GV;VEEM INC.;US;7372
164.;1909291076;28.09.2015;GV;WALKER & COMPANY BRANDS INC.;US;2844 / 3421 / 3469 / 5961 / 5999
165.;1909446445;02.06.2016;GV;HELLO DIGIT INC.;US;7374
166.;1909541242;09.02.2017;GV;EVIDENT.IO INC.;US;7372 / 7374
167.;1909175434;04.12.2014;GV;THREATSTREAM INC.;US;7372 / 7374
168.;1941136284;25.09.2018;GV;SNYK LTD;GB;7372 / 7374
169.;1601446071;12.02.2013;GV;NEXTDOOR.COM INC.;US;7374
170.;1941110166;18.07.2018;GV;VIZ.AI INC.;US;7371 / 7372
171.;1909415307;14.03.2016;GV;CAMBRIDGE EPIGENETIX LTD;GB;8731
172.;1909088337;31.03.2014;GV;CLEARSTORY DATA INC.;US;7374
173.;1601377337;02.08.2012;GV;SCVNGR INC.;US;7372 / 7374
174.;1941158405;30.10.2018;GV;HEADSPIN INC.;US;7374
175.;1941134376;18.09.2018;GV;MABL INC.;US;7371 / 7372
176.;1941125115;23.08.2018;GV;CARMERA INC.;US;7374
177.;1941049371;07.03.2018;GV;RIZIO INC.;US;7372
178.;1909639306;09.10.2017;GV;GITLAB INC.;US;7372 / 7374
179.;1909609811;26.07.2017;GV;IONQ INC.;US;8731
180.;1909579649;31.12.2016;GV;LATTICE DATA INC.;US;7371 / 7372
181.;1909568949;18.04.2017;GV;CYBER GLOBAL RISK EXCHANGE INC.;US;7374
182.;1909471736;09.08.2016;GV;FARMER'S BUSINESS NETWORK INC.;US;7372 / 7374
183.;1909454833;27.06.2016;GV;ORBITAL INSIGHT INC.;US;7374
184.;1909452810;23.06.2016;GV;SECURITYSCORECARD INC.;US;7372 / 7373 / 7374
185.;1909430514;25.04.2016;GV;HELIUM SYSTEMS INC.;US;3669 / 7372
186.;1909218154;07.04.2015;GV;CLIQR TECHNOLOGIES INC.;US;7372 / 7374
187.;1601434900;07.01.2013;GV;SHAPE SECURITY INC.;US;7371 / 7372
188.;1601249825;23.02.2011;GV;TRANSPHORM INC.;US;3674
189.;1909114325;25.11.2014;GV;VIGLINK INC.;US;7371 / 7372
190.;1909520739;15.12.2016;GV;AMINO INC.;US;7372
191.;1909262711;22.07.2015;GV;GRANULAR INC.;US;7372 / 7374
192.;1601292333;11.08.2011;GV;ROCKET LAWYER INC.;US;7371 / 7374
193.;1941113514;11.07.2018;GV;TAMR INC.;US;7374
194.;1909581986;18.05.2017;GV;KEEPTRUCKIN INC.;US;7372
195.;1909061335;14.01.2014;GV;NEXTBITSYSTEMS INC.;US;3663
196.;1601484326;11.06.2013;GV;CUSTOMMADE VENTURES CORPORATION;US;7374
197.;1909035699;29.10.2013;GV;RUMBLE ENTERTAINMENT INC.;US;7371 / 7372 / 7374 / 8999
198.;1909636073;28.09.2017;GV;DIALPAD INC.;US;7374
199.;1909069774;06.02.2014;GV;VUNGLE INC.;US;7372 / 7374
200.;1941110355;17.07.2018;GV;PEERSPACE INC.;US;7374
201.;1941093086;07.06.2018;GV;MODE GROUP, THE;US;7372 / 7374
202.;1909104448;19.05.2014;GV;TAMR INC.;US;7374
203.;1601396573;06.08.2012;GV;TUNEIN INC.;US;7371 / 7374
204.;1601387649;17.07.2012;GV;EGNYTE INC.;US;7371 / 7374
205.;1941025207;16.01.2018;GV;OWKIN INC.;US;7372
206.;1909002548;22.07.2013;GV;SYNAPDX CORPORATION;US;2834 / 2835 / 8071 / 8731
207.;1941119331;08.08.2018;GV;YESWARE INC.;US;7372 / 7374
208.;1909581853;18.05.2017;GV;MONETOLOGY LLC;US;7372 / 7374
209.;1909235330;19.05.2015;GV;FARMER'S BUSINESS NETWORK INC.;US;7372 / 7374
210.;1909228091;30.04.2015;GV;ROCANA INC.;US;7372 / 7374
211.;1909216846;31.03.2015;GV;SPRUCE HEALTH INC.;US;7372
212.;1909056786;03.01.2014;GV;DNANEXUS INC.;US;7374
213.;1601388357;19.07.2012;GV;FIRESPOTTER LABS;US;7371 / 7374
214.;1601321841;01.12.2011;GV;RUMBLE ENTERTAINMENT INC.;US;7371 / 7372 / 7374 / 8999
215.;1601308168;12.10.2011;GV;DNANEXUS INC.;US;7374
216.;1601244192;04.01.2011;GV;SCVNGR INC.;US;7372 / 7374
217.;1941072726;25.04.2018;GV;ROCKETRIP INC.;US;7374
218.;1909437311;11.05.2016;GV;WEAVEWORKS LTD;GB;7372 / 7374
219.;1909632666;19.09.2017;GV;INCORTA INC.;US;7374
220.;1909041593;15.11.2013;GV;YESWARE INC.;US;7372 / 7374
221.;1909602612;06.10.2016;GV;TWYLA INC.;US;5999
222.;1909086971;26.03.2014;GV;CIRCLEUP NETWORK INC.;US;7374
223.;1909027421;04.10.2013;GV;LOOM INC.;US;7374
224.;1909528823;10.01.2017;GV;MIGHTY AI INC.;US;7374
225.;1909040730;12.11.2013;GV;FLURISH INC.;US;7374
226.;1601461239;22.05.2013;GV;UNMANNED INNOVATION INC.;US;7374
227.;1909034348;24.10.2013;GV;HIGHFIVE TECHNOLOGIES INC.;US;7374
228.;1909245566;11.06.2015;GV;YESWARE INC.;US;7372 / 7374
229.;1909520157;13.12.2016;GV;CLEAR LABS INC.;US;7374
230.;1909180249;18.12.2014;GV;EXPECT LABS INC.;US;7374
231.;1601304648;29.09.2011;GV;SWEETLABS INC.;US;7374
232.;1601293711;26.10.2011;GV;RELAYRIDES INC.;US;7374 / 7514
233.;1941057620;16.03.2018;GV;THESKIMM INC.;US;8999
234.;1909643014;18.10.2017;GV;VEO ROBOTICS INC.;US;7371 / 7372
235.;1909217855;06.04.2015;GV;COREOS INC.;US;7371 / 7372 / 7374
236.;1909147992;22.09.2014;GV;DUO SECURITY INC.;US;7372 / 7374
237.;1909097754;28.04.2014;GV;ADLAST INC.;US;7374
238.;1909028647;08.10.2013;GV;ENTERPROID INC.;US;7372 / 7374
239.;1601482768;05.06.2013;GV;N3TWORK INC.;US;7372
240.;1909222240;16.04.2015;GV;RECORDED FUTURE INC.;US;7374
241.;1601373118;24.05.2012;GV;RECORDED FUTURE INC.;US;7374
242.;1601204556;19.07.2010;GV;PIXAZZA INC.;US;7319 / 7371 / 8999
243.;1601454578;12.03.2013;GV;CRITTERCISM INC.;US;7372 / 7374
244.;1909251039;25.06.2015;GV;YIELDIFY LTD;GB;7372 / 7374
245.;1909230074;05.05.2015;GV;HELLO DIGIT INC.;US;7374
246.;1909321634;31.12.2014;GV;ORATION PBC;US;7372 / 7374
247.;1909180336;17.12.2014;GV;ADELPHIC INC.;US;7374
248.;1909082443;13.03.2014;GV;PREMISE DATA CORPORATION;US;7372 / 7374
249.;1601475700;16.05.2013;GV;LUVOCRACY INC.;US;7371 / 7372 / 7374
250.;1601306925;06.10.2011;GV;ENTERPROID INC.;US;7372 / 7374
251.;1601345844;23.02.2012;GV;LUMINATE INC.;US;7371 / 7374
252.;1941141721;08.10.2018;GV;KITCHEN UNITED INC.;US;1796
253.;1909635237;28.09.2017;GV;ANCHOR FM INC.;US;7372
254.;1909595477;21.06.2017;GV;SENSE TALENT LABS INC.;US;7374
255.;1909575357;03.05.2017;GV;ABUNDANT ROBOTICS INC.;US;8731
256.;1909421146;30.03.2016;GV;MAPD TECHNOLOGIES INC.;US;7374
257.;1909299376;20.10.2015;GV;SCALUS COMPANY, THE;US;7372 / 7374
258.;1909158924;22.10.2014;GV;YIELDMO INC.;US;7311
259.;1909063578;22.01.2014;GV;KENSHO TECHNOLOGIES INC.;US;7372 / 7374
260.;1909014343;28.08.2013;GV;RANI THERAPEUTICS INC.;US;2834
261.;1601476528;15.05.2013;GV;LITTLEINC LABS INC.;US;7371 / 7372
262.;1601426713;04.12.2012;GV;ADELPHIC INC.;US;7374
263.;1601412862;10.10.2012;GV;SIDECAR TECHNOLOGIES INC.;US;7374
264.;1601301691;02.08.2011;GV;WHALE SHARK MEDIA INC.;US;7374 / 8999
265.;1941142230;08.10.2018;GV;MACHINIFY INC.;US;7371
266.;1909443143;01.03.2017;GV;INCORTA INC.;US;7374
267.;1909227699;28.04.2015;GV;CLARIFAI INC.;US;7372 / 7374
268.;1909308698;16.11.2015;GV;PATIENTPING INC.;US;7374
269.;1941076405;02.05.2018;GV;UPBOUND;US;7374
270.;1941022441;10.01.2018;GV;BUGSNAG INC.;US;7372 / 7374
271.;1909461551;14.07.2016;GV;CYBER GLOBAL RISK EXCHANGE INC.;US;7374
272.;1909251002;25.06.2015;GV;LOSTMY.NAME LTD;GB;2731
273.;1909155830;14.10.2014;GV;CHECKR INC.;US;7374
274.;1601427178;05.12.2012;GV;CLEARSTORY DATA INC.;US;7374
275.;1601330207;05.01.2012;GV;TRADA INC.;US;7371 / 7374
276.;1909210920;16.03.2015;GV;ORBITAL INSIGHT INC.;US;7374
277.;1909081381;09.03.2014;GV;SECRET INC.;US;7374 / 8999
278.;1909647980;31.10.2017;GV;REACTION COMMERCE INC.;US;7374
279.;1909612022;01.08.2017;GV;LOSTMY.NAME LTD;GB;2731
280.;1601320469;29.11.2011;GV;PUPPET LABS INC.;US;7371 / 7372
281.;1941099420;25.06.2018;GV;OPENBAY INC.;US;7371 / 7374
282.;1909049850;05.12.2013;GV;YIELDMO INC.;US;7311
283.;1601410079;11.03.2013;GV;CREATIVELIVE INC.;US;7374
284.;1601255888;17.03.2011;GV;COOL PLANET BIOFUELS INC.;US;2869 / 8731
285.;1601437393;15.01.2013;GV;FLATIRON HEALTH INC.;US;7371 / 7372 / 7374
286.;1601169489;21.07.2010;GV;TRADA INC.;US;7371 / 7374
287.;1909653764;20.08.2014;GV;PARSABLE INC.;US;7374
288.;1909137512;20.08.2014;GV;WEARABLE INTELLIGENCE INC.;US;3575
289.;1941146720;23.10.2018;GV;RESOLUTION GAMES AB;SE;8999
290.;1601472319;07.05.2013;GV;CIRCLEUP NETWORK INC.;US;7374
291.;1909028869;09.10.2013;GV;SCAN INC.;US;7372
292.;1601495936;11.07.2013;GV;BACKOPS INC.;US;7371
293.;1909137704;20.08.2014;GV;MOBILEDAY INC.;US;7372 / 7374
294.;1941111360;20.07.2018;GV;BLAVITY INC.;US;7374
295.;1909011365;15.08.2013;GV;VUNGLE INC.;US;7372 / 7374
296.;1909010613;13.08.2013;GV;BDG MEDIA INC.;US;8999
297.;1909243752;04.06.2015;GV;COCKROACH LABS INC.;US;7374
298.;1909243291;04.06.2015;GV;COCKROACH LAB;US;7372
299.;1601429227;11.12.2012;GV;ZENPAYROLL INC.;US;7374
300.;1909590033;08.06.2017;GV;PACKAGD CORPORATION;US;7372
301.;1909575202;03.05.2017;GV;YIELDIFY LTD;GB;7372 / 7374
302.;1909280565;01.09.2015;GV;LOTUSFLARE INC.;US;7372
303.;1601400027;31.08.2012;GV;PREDILYTICS INC.;US;7374
304.;1601364961;26.04.2012;GV;SHAPE SECURITY INC.;US;7371 / 7372
305.;1909278102;25.08.2015;GV;RESOLUTION GAMES AB;SE;8999
306.;1909138592;26.08.2014;GV;MOBILEDAY INC.;US;7372 / 7374
307.;1601412320;15.10.2012;GV;TOPFLOOR INC.;US;7374 / 8999
308.;1601443811;05.02.2013;GV;PUMPKINHEAD INC.;US;7374
309.;1601375791;01.06.2012;GV;CRITTERCISM INC.;US;7372 / 7374
310.;1909424117;23.10.2014;GV;LUXE VALET INC.;US;7372
311.;1909001591;18.07.2013;GV;CONCEPT.IO INC.;US;7372
312.;1601254247;10.03.2011;GV;VIGLINK INC.;US;7371 / 7372
313.;1909001695;18.07.2013;GV;OBJECTIVE LOGISTICS INC.;US;7374
314.;1909144879;11.09.2014;GV;ALTSPACEVR INC.;US;7372 / 7374
315.;1909038111;04.11.2013;GV;COMMAGERE VENTURES INC.;US;7371 / 7374
316.;1601355870;26.03.2012;GV;TRACELYTICS INC.;US;7371 / 7374
317.;1601416592;30.10.2012;GV;LOCBOX LABS INC.;US;7371 / 7374
318.;1909309478;17.11.2015;GV;TINY RX INC.;US;4215
319.;1909179250;16.12.2014;GV;BOXBEE INC.;US;4225 / 7371 / 7374
320.;1909068724;05.02.2014;GV;APPORTABLE INC.;US;7374
321.;1907082781;14.01.2015;GV;NORTH TECHNOLOGIES INC.;US;7372
322.;1601404864;11.07.2012;GV;POCKET CHANGE INC.;US;7374 / 8999
323.;1601388578;19.07.2012;GV;READ IT LATER INC.;US;7371 / 7372 / 7374
324.;1601386868;12.07.2012;GV;UTAH STREET LABS INC.;US;7374
325.;1601347257;28.02.2012;GV;DUO SECURITY INC.;US;7372 / 7374
326.;1601179584;21.04.2010;GV;OPENCANDY INC.;US;7371
327.;1909186757;12.01.2015;GV;EYE STALKS CORPORATION;US;7374
328.;1909562961;30.03.2017;GV;SPYBIOTECH LTD;GB;2834 / 8731
329.;1907067760;09.10.2014;GV;MPARTICLE INC.;US;7374
330.;1601479383;28.05.2013;GV;APPURIFY INC.;US;7371 / 7374
331.;1909113425;12.06.2014;GV;SCALINGDATA;US;7372
332.;1909075455;20.02.2014;GV;GRANULAR INC.;US;7372 / 7374
333.;1909280666;31.08.2014;GV;LOTUSFLARE INC.;US;7372
334.;1909074944;20.02.2014;GV;THREATSTREAM INC.;US;7372 / 7374
335.;1909014146;21.10.2013;GV;PANORAMA EDUCATION INC.;US;7374
336.;1601487916;20.06.2013;GV;FITSTAR LABS INC.;US;7372
337.;1601380190;20.06.2012;GV;YESWARE INC.;US;7372 / 7374
338.;1601328458;01.12.2011;GV;TWEETNGO INC.;US;7371 / 7374
339.;1601147069;24.12.2009;GV;SCVNGR INC.;US;7372 / 7374
340.;1601366038;30.04.2012;GV;CUSTOMMADE VENTURES CORPORATION;US;7374
341.;1909246264;11.06.2015;GV;HODINKEE INC.;US;5944 / 8999
342.;1909161420;29.10.2014;GV;ABACUS LABS INC.;US;7372 / 7374
343.;1909057198;31.03.2013;GV;HEY INC.;US;7371
344.;1601442488;31.01.2013;GV;UPSTART NETWORK INC.;US;7374
345.;1909041599;12.11.2013;GV;RIPPLE LABS INC.;US;7374
346.;1909481841;21.08.2015;GV;COZY SERVICES LTD;US;7374
347.;1601450981;28.02.2013;GV;RABBIT INC.;US;7371 / 7374
348.;1909096657;24.04.2014;GV;HOTHOUSE LABS INC.;US;7372
349.;1909547461;23.02.2017;GV;STORJ LABS INC.;US;7374
350.;1909051011;10.12.2013;GV;DOCTOR ON DEMAND INC.;US;7372 / 7374
351.;1601413790;22.10.2012;GV;CLEVER INC.;US;7374
352.;1601312043;25.10.2011;GV;SUBTEXT MEDIA INC.;US;7371 / 7374
353.;1601268638;05.05.2011;GV;FIRESPOTTER LABS;US;7371 / 7374
354.;1909133403;08.08.2014;GV;QUETTRA INC.;US;7371 / 7372
355.;1909304822;05.11.2015;GV;HIVEMAPPER INC.;US;7372 / 7389
356.;1909111766;09.06.2014;GV;MOVE LOOT INC.;US;7374
