;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
82.;334264;12.04.2005;SOFTBANK CAPITAL LP;ANYSTREAM INC.;US;7371 / 7372 / 7812;Minority stake unknown %
83.;435078;12.04.2006;SOFTBANK CAPITAL LP;PIVOT SOLUTIONS INC.;US;7371 / 7372;Minority stake unknown %
84.;1601187921;12.05.2010;SOFTBANK CAPITAL LP;BUZZFEED INC.;US;8999;Minority stake unknown %
85.;402525;13.12.2005;SOFTBANK CAPITAL LP;THUMBPLAY INC.;US;4899 / 7371;Minority stake unknown %
86.;1909159342;22.10.2014;SOFTBANK CAPITAL LP;GLAMSQUAD INC.;US;7372 / 7374;Minority stake unknown %
87.;1601261771;08.04.2011;SOFTBANK CAPITAL LP;SOCIALFLOW INC.;US;7372 / 7374;Minority stake unknown %
88.;514113;01.02.2007;SOFTBANK CAPITAL LP;ANYSTREAM INC.;US;7371 / 7372 / 7812;Minority stake unknown %
89.;352661;10.06.2005;SOFTBANK CAPITAL LP;BELIEFNET INC.;US;7374;Minority stake unknown %
90.;1601125161;30.04.2008;SOFTBANK CAPITAL LP;BUDDY MEDIA INC.;US;7371 / 7372 / 7374;Minority stake unknown %
91.;276116;07.09.2004;SOFTBANK CAPITAL LP;PERPETUAL ENTERTAINMENT;US;3942 / 7371;Minority stake unknown %
92.;1909575202;03.05.2017;SOFTBANK CAPITAL LP;YIELDIFY LTD;GB;7372 / 7374;Minority stake unknown %
93.;1909000966;17.07.2013;SOFTBANK CAPITAL LP;TAYKEY INC.;US;7374;Minority stake unknown %
94.;1909179683;16.12.2014;SOFTBANK CAPITAL LP;NOWTHIS MEDIA INC.;US;7371 / 7372 / 7374;Minority stake unknown %
95.;1909147989;22.09.2014;SOFTBANK CAPITAL LP;EDCAST INC.;US;7371 / 7372 / 7374;Minority stake unknown %
96.;1909102552;13.05.2014;SOFTBANK CAPITAL LP;SHAREABLEE;US;7374;Minority stake unknown %
97.;1601301593;19.09.2011;SOFTBANK CAPITAL LP;CROWDTWIST INC.;US;7372 / 7374;Minority stake unknown %
98.;1601073373;28.04.2009;SOFTBANK CAPITAL LP;ASSOCIATED CONTENT INC.;US;8999;Minority stake unknown %
99.;423489;28.02.2006;SOFTBANK CAPITAL LP;V-ENABLE INC.;US;7371;Minority stake unknown %
100.;239865;13.04.2004;SOFTBANK CAPITAL LP;PALTALK SOFTWARE INC.;US;7371;Minority stake unknown %
101.;577283;;SOFTBANK CAPITAL LP;PUREVIDEO NETWORKS;US;7374;Minority stake unknown %
102.;404665;20.12.2005;SOFTBANK CAPITAL LP;PUREVIDEO NETWORKS;US;7374;Minority stake unknown %
103.;1601461677;15.04.2013;SOFTBANK CAPITAL LP;FLIGHTCAR INC.;US;7374;Minority stake unknown %
104.;1601321304;30.11.2011;SOFTBANK CAPITAL LP;BURSTLY INC.;US;7374;Minority stake unknown %
105.;650853;07.05.2008;SOFTBANK CAPITAL LP;GIANT REALM INC.;US;7371 / 8999;Minority stake unknown %
106.;409554;12.01.2006;SOFTBANK CAPITAL LP;ASSOCIATED CONTENT INC.;US;8999;Minority stake unknown %
107.;1601228990;17.11.2010;SOFTBANK CAPITAL LP;GAMEGROUND;US;7371;Minority stake unknown %
108.;343091;09.05.2005;SOFTBANK CAPITAL LP;NELLYMOSER INC.;US;3661;Minority stake unknown %
109.;1601381212;25.06.2012;SOFTBANK CAPITAL LP;MOBILE POSSE INC.;US;7371 / 7374;Minority stake unknown %
110.;1601046197;27.01.2009;SOFTBANK CAPITAL LP;RIVERMINE SOFTWARE INC.;US;7371 / 7372;Minority stake unknown %
111.;466319;08.08.2006;SOFTBANK CAPITAL LP;THEHUFFINGTONPOST.COM INC.;US;8999;Minority stake unknown %
112.;1601432913;17.12.2012;SOFTBANK CAPITAL LP;CHEEZBURGER INC.;US;7372 / 7374;Minority stake unknown %
113.;580740;25.09.2007;SOFTBANK CAPITAL LP;THEHUFFINGTONPOST.COM INC.;US;8999;Minority stake unknown %
114.;1601473498;08.05.2013;SOFTBANK CAPITAL LP;NOWTHIS MEDIA INC.;US;7371 / 7372 / 7374;Minority stake unknown %
115.;1601315150;08.11.2011;SOFTBANK CAPITAL LP;SCHEMATIC LABS INC.;US;7371 / 7372;Minority stake
116.;1601376365;04.06.2012;SOFTBANK CAPITAL LP;POPDUST INC.;US;8999;Minority stake unknown %
117.;1601292587;12.08.2011;SOFTBANK CAPITAL LP;KURANI MUTLIMEDIA INC.;US;7374;Minority stake unknown %
118.;1601438185;17.01.2013;SOFTBANK CAPITAL LP;CELTRA INC.;US;7372 / 7374;Minority stake unknown %
119.;1909084347;18.03.2014;SOFTBANK CAPITAL LP;SCRYER INC.;US;7374;Minority stake unknown %
120.;1909068476;03.02.2014;SOFTBANK CAPITAL LP;FLASHNOTES INC.;US;7374;Minority stake unknown %
121.;1909102040;16.12.2014;SOFTBANK CAPITAL LP;GROOP INTERNET PLATFORM INC.;US;7372 / 7374;Minority stake unknown %
122.;1601221247;23.09.2010;SOFTBANK CAPITAL LP;JNJ MOBILE INC.;US;7374 / 8999;Minority stake unknown %
123.;1601115262;28.02.2008;SOFTBANK CAPITAL LP;A LARGE CORPORATION INC.;US;7374 / 8999;Minority stake unknown %
124.;1601415377;24.07.2013;SOFTBANK CAPITAL LP;FLASHNOTES INC.;US;7374;Minority stake unknown %
125.;1909020687;16.09.2013;SOFTBANK CAPITAL LP;ACTION EXCHANGE INC.;US;7374;Minority stake unknown %
126.;1601326702;20.12.2011;SOFTBANK CAPITAL LP;BESTVENDOR INC.;US;7374 / 8999;Minority stake unknown %
127.;1909196226;16.01.2015;SOFTBANK CAPITAL LP;DERING HALL INC.;US;7371 / 7374;Minority stake unknown %
128.;1909105721;21.05.2014;SOFTBANK CAPITAL LP;X.AI INC.;US;7372 / 7374;Minority stake unknown %
129.;1601240027;12.01.2011;SOFTBANK CAPITAL LP;SMALLRIVERS SA;CH;7374;Minority stake unknown %
130.;1601290536;29.06.2010;SOFTBANK CAPITAL LP;SPANFELLER MEDIA GROUP INC.;US;8999;Minority stake unknown %
131.;1601445233;30.05.2012;SOFTBANK CAPITAL LP;TRUE&CO;US;5699 / 5961 / 7374;Minority stake unknown %
132.;1909306560;13.01.2014;SOFTBANK CAPITAL LP;THEDODO.COM INC.;US;7374;Minority stake unknown %
133.;1601405495;18.09.2012;SOFTBANK CAPITAL LP;FIELDLENS INC.;US;7372;Minority stake unknown %
134.;1601338092;26.01.2012;SOFTBANK CAPITAL LP;VISUAL REVENUE INC.;US;7374;Minority stake unknown %
135.;1601344339;27.12.2011;SOFTBANK CAPITAL LP;SKEDUL.ME INC.;US;7372;Minority stake unknown %
136.;1601368198;08.05.2012;SOFTBANK CAPITAL LP;MR JOHN HAM AND MR KEITH LEE'S MOBILE APPLICATIONS START-UP;US;6719 / 7371 / 7372;Minority stake unknown %
137.;1601479499;28.05.2013;SOFTBANK CAPITAL LP;DERING HALL INC.;US;7371 / 7374;Minority stake unknown %
138.;1601245324;02.03.2011;SOFTBANK CAPITAL LP;KURANI MUTLIMEDIA INC.;US;7374;Minority stake unknown %
139.;1601085775;08.06.2009;SOFTBANK CAPITAL LP;PICABOO CORPORATION;US;7371;Minority stake unknown %
140.;1909047057;22.09.2011;SOFTBANK CAPITAL LP;PIICTU INC.;US;7371 / 7374;Minority stake unknown %
141.;1601287832;21.06.2011;SOFTBANK CAPITAL LP;BESTVENDOR INC.;US;7374 / 8999;Minority stake unknown %
142.;1601357003;26.03.2012;SOFTBANK CAPITAL LP;KINGFISH LABS INC.;US;7371 / 7374;Minority stake unknown %
143.;170932;19.05.2003;SOFTBANK CAPITAL LP;ILUMIN SOFTWARE SERVICES INC.;US;7371;Minority stake unknown %
144.;371488;22.08.2005;SOFTBANK CAPITAL LP;DOVEBID INC.;US;4899 / 7322 / 7323 / 7334 / 7338 / 7389;Minority stake unknown %
145.;559904;26.07.2007;SOFTBANK CAPITAL LP;INSIGHTIX LTD;IL;7371;Minority stake unknown %
146.;1601173408;04.06.2010;SOFTBANK CAPITAL LP;BURSTLY INC.;US;7374;Minority stake unknown %
147.;1601209799;01.01.2006;SOFTBANK CAPITAL LP;NEWSMARKET INC., THE;US;8999;Minority stake unknown %
148.;1601266019;21.04.2011;SOFTBANK CAPITAL LP;RIVET GAMES INC.;US;7371 / 8999;Minority stake unknown %
149.;1909144809;10.09.2014;SOFTBANK CAPITAL LP;FLASHNOTES INC.;US;7374;Minority stake unknown %
