;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
33.;1601125137;19.10.2009;NOVO VENTURES;LUX BIOSCIENCES INC.;US;2834 / 8731;Minority stake unknown %
34.;1909654287;15.11.2017;NOVO VENTURES;INOZYME PHARMA INC.;US;2834 / 8731;Minority stake unknown %
35.;1909075473;24.02.2014;NOVO VENTURES;THESAN PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
36.;1909098496;30.04.2014;NOVO VENTURES;OTONOMY INC.;US;2834 / 8731;Minority stake unknown %
37.;446054;19.07.2006;NOVO VENTURES;LUX BIOSCIENCES INC.;US;2834 / 8731;Minority stake unknown %
38.;1601453260;07.03.2013;NOVO VENTURES;NEVRO CORPORATION;US;3841 / 8731;Minority stake unknown %
39.;428073;15.03.2006;NOVO VENTURES;SANTARIS PHARMA AS;DK;2834 / 8731;Minority stake unknown %
40.;1601340602;06.02.2012;NOVO VENTURES;APOLLO ENDOSURGERY INC.;US;3841;Minority stake unknown %
41.;1909016994;04.09.2013;NOVO VENTURES;OTONOMY INC.;US;2834 / 8731;Minority stake unknown %
42.;1909094459;15.04.2014;NOVO VENTURES;PANOPTICA INC.;US;2834 / 8731;Minority stake unknown %
43.;1907039798;11.04.2014;NOVO VENTURES;SPINIFEX PHARMACEUTICALS PTY LTD;AU;8731;Minority stake unknown %
44.;435423;04.04.2001;NOVO VENTURES;XENON GENETICS INC.;CA;2834 / 8731;Minority stake unknown %
45.;237245;30.03.2004;NOVO VENTURES;SALMEDIX INC.;US;2834 / 8731;Minority stake unknown %
46.;634393;17.04.2008;NOVO VENTURES;LIFECYCLE PHARMA A/S;DK;8731;Minority stake increased from 7.303% to 20.73%
47.;1601005722;30.07.2008;NOVO VENTURES;CYTOCHROMA INC.;CA;2834 / 8731;Minority stake unknown %
48.;1601192339;20.05.2010;NOVO VENTURES;NEUROTHERAPEUTICS PHARMA INC.;US;8731;Minority stake unknown %
49.;1909257050;07.07.2015;NOVO VENTURES;PROCEPT BIOROBOTICS CORPORATION;US;3841;Minority stake unknown %
50.;1601430538;17.12.2012;NOVO VENTURES;ALLAKOS INC.;US;2834 / 8731;Minority stake unknown %
51.;1909091149;07.04.2014;NOVO VENTURES;ALIOS BIOPHARMA INC.;US;2834 / 8731;Minority stake unknown %
52.;1907147261;14.03.2016;NOVO VENTURES;OUTPOST MEDICINE;JP;8731;Minority stake unknown %
53.;1601482071;04.06.2013;NOVO VENTURES;AKEBIA THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
54.;1909259978;15.07.2015;NOVO VENTURES;ANAPTYSBIO INC.;US;8731;Minority stake unknown %
55.;226156;19.09.2001;NOVO VENTURES;PTC THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
56.;1601310170;19.10.2011;NOVO VENTURES;IMAGEN BIOTECH INC.;US;2834 / 8731;Minority stake unknown %
57.;154545;07.03.2003;NOVO VENTURES;CORUS PHARMA INC.;US;2834 / 8731;Minority stake unknown %
58.;1909566606;10.04.2017;NOVO VENTURES;CIRIUS THERAPEUTICS INC.;US;8731;Minority stake unknown %
59.;1601213629;;NOVO VENTURES;OTONOMY INC.;US;2834 / 8731;Minority stake unknown %
60.;1601029006;20.03.2008;NOVO VENTURES;VANTIA LTD;GB;2834 / 8731;Minority stake unknown %
61.;1909395745;27.01.2016;NOVO VENTURES;TARVEDA THERAPEUTICS INC.;US;8731;Minority stake unknown %
62.;1601362816;19.04.2012;NOVO VENTURES;ALDER BIOPHARMACEUTICALS INC.;US;8731;Minority stake unknown %
63.;1909099722;05.05.2014;NOVO VENTURES;ANOKION SA;CH;8731;Minority stake unknown %
64.;290936;18.05.2005;NOVO VENTURES;BIOMIMETIC THERAPEUTICS INC.;US;3841 / 8731;Minority stake unknown %
65.;1909187316;13.01.2015;NOVO VENTURES;COLUCID PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
66.;1909297070;14.10.2015;NOVO VENTURES;GALERA THERAPEUTICS LLC;US;2834 / 8731;Minority stake unknown %
67.;258222;23.06.2004;NOVO VENTURES;REJUVENON CORPORATION;US;2834 / 8731;Minority stake unknown %
68.;568005;13.08.2007;NOVO VENTURES;OPHTHOTECH CORPORATION;US;2834 / 8731;Minority stake unknown %
69.;1601352937;29.05.2014;NOVO VENTURES;TARSA THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
70.;1601228095;03.05.2011;NOVO VENTURES;DELENEX THERAPEUTICS AG;CH;8731;Minority stake unknown %
71.;1909014599;29.08.2013;NOVO VENTURES;OBSEVA SA;CH;2834 / 8731;Minority stake unknown %
72.;1601477852;22.05.2013;NOVO VENTURES;CARDEAS PHARMA CORPORATION;US;2834 / 8731;Minority stake unknown %
73.;593857;08.11.2007;NOVO VENTURES;ANAPTYSBIO INC.;US;8731;Minority stake unknown %
74.;236652;29.03.2004;NOVO VENTURES;KEMIA INC.;US;2833 / 2834 / 2835 / 2836 / 8731;Minority stake unknown %
75.;1909263334;22.07.2015;NOVO VENTURES;KALVISTA PHARMACEUTICALS LTD;GB;2834 / 8731;Minority stake unknown %
76.;1909097954;28.04.2014;NOVO VENTURES;SI-BONE INC.;US;3841;Minority stake unknown %
77.;1601174323;09.02.2012;NOVO VENTURES;ALTHEOS INC.;US;2834 / 8731;Minority stake unknown %
78.;546686;08.12.2008;NOVO VENTURES;LOGICAL THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
79.;503859;04.01.2007;NOVO VENTURES;SYNOSIS THERAPEUTICS;US;2834 / 8731;Minority stake unknown %
80.;1601051297;11.06.2009;NOVO VENTURES;ALIOS BIOPHARMA INC.;US;2834 / 8731;Minority stake unknown %
81.;531772;19.04.2007;NOVO VENTURES;METABOLEX INC.;US;2834 / 8731;Minority stake unknown %
82.;409163;31.01.2007;NOVO VENTURES;SYMPHOGEN A/S;DK;2834 / 8731;Minority stake unknown %
83.;1601219636;29.09.2010;NOVO VENTURES;TOBIRA THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
84.;470728;23.08.2006;NOVO VENTURES;KEMIA INC.;US;2833 / 2834 / 2835 / 2836 / 8731;Minority stake unknown %
85.;1909538652;02.02.2017;NOVO VENTURES;TARVEDA THERAPEUTICS INC.;US;8731;Minority stake unknown %
86.;1601389113;23.07.2012;NOVO VENTURES;PTC THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
87.;1601329731;04.01.2012;NOVO VENTURES;ELEVATION PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
88.;1601221632;12.10.2010;NOVO VENTURES;SYNOSIA THERAPEUTICS;CH;2834 / 8731;Minority stake unknown %
89.;1601154631;27.01.2010;NOVO VENTURES;NEOMEND INC.;US;3842 / 5047 / 8731;Minority stake unknown %
90.;1601144055;15.12.2009;NOVO VENTURES;OPHTHOTECH CORPORATION;US;2834 / 8731;Minority stake unknown %
91.;190957;18.09.2003;NOVO VENTURES;CONFORMA THERAPEUTICS CORPORATION;US;2834 / 8731;Minority stake unknown %
92.;607185;18.12.2007;NOVO VENTURES;SANTARIS PHARMA AS;DK;2834 / 8731;Minority stake unknown %
93.;558492;12.08.2008;NOVO VENTURES;SERENTIS LTD;GB;2833 / 2834 / 2835 / 2836 / 5122;Minority stake unknown %
94.;1601068475;;NOVO VENTURES;CELL BIOSCIENCES INC.;US;2899 / 3826 / 7371 / 8731;Minority stake unknown %
95.;1909483027;;NOVO VENTURES;APOLLO ENDOSURGERY INC.;US;3841;Minority stake unknown %
96.;1601196692;15.06.2010;NOVO VENTURES;FOLDRX PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
97.;1601040729;07.01.2009;NOVO VENTURES;SYNOSIA THERAPEUTICS;CH;2834 / 8731;Minority stake unknown %
98.;1909525651;05.01.2017;NOVO VENTURES;NERRE THERAPEUTICS LTD;GB;8731;Minority stake unknown %
99.;444174;07.08.2006;NOVO VENTURES;CABRELLIS PHARMACEUTICALS CORPORATION;US;2834 / 8731;Minority stake unknown %
100.;394071;10.11.2005;NOVO VENTURES;PTC THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
101.;411783;19.01.2006;NOVO VENTURES;CARDIOOPTICS INC.;US;3812 / 3822 / 3823 / 3824 / 3825 / 3826 / 3829 / 3841 / 3844 / 3845 / 8731;Minority stake unknown %
102.;1601358065;02.04.2012;NOVO VENTURES;ALLOCURE INC.;US;2836 / 8731;Minority stake unknown %
103.;1909198984;12.02.2015;NOVO VENTURES;UNCHAINED LABS INC.;US;3826;Minority stake unknown %
104.;525739;23.03.2007;NOVO VENTURES;AMIRA PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
105.;289986;02.11.2004;NOVO VENTURES;SYMPHOGEN A/S;DK;2834 / 8731;Minority stake unknown %
106.;554982;06.07.2007;NOVO VENTURES;REATA PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
107.;1601288128;12.07.2011;NOVO VENTURES;TARSA THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
108.;573509;06.01.2010;NOVO VENTURES;F-STAR BIOTECHNOLOGISCHE FORSCHUNGS UND ENTWICKLUNGSGES MBH;AT;2834 / 8731;Minority stake unknown %
109.;1601126193;21.10.2009;NOVO VENTURES;TARSA THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
110.;1909186768;09.01.2015;NOVO VENTURES;ORPHAZYME APS;DK;2834 / 8731;Minority stake unknown %
111.;1909016359;03.09.2013;NOVO VENTURES;ACACIA PHARMA LTD;GB;2834 / 8731;Minority stake unknown %
112.;433683;31.03.2006;NOVO VENTURES;7TM PHARMA A/S;DK;2834 / 8731;Minority stake unknown %
113.;1909105488;21.05.2014;NOVO VENTURES;LYSOGENE SAS;FR;8731;Minority stake unknown %
114.;465508;04.08.2006;NOVO VENTURES;REATA PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
115.;1909188267;;NOVO VENTURES;REGADO BIOSCIENCES INC.;US;2834 / 8731;Capital Increase 19.586%
116.;516090;15.02.2007;NOVO VENTURES;INOGEN INC.;US;3841;Minority stake unknown %
117.;1601263089;13.04.2011;NOVO VENTURES;F-STAR BIOTECHNOLOGISCHE FORSCHUNGS UND ENTWICKLUNGSGES MBH;AT;2834 / 8731;Minority stake unknown %
118.;1601222452;;NOVO VENTURES;CELL BIOSCIENCES INC.;US;2899 / 3826 / 7371 / 8731;Minority stake unknown %
119.;1601426680;04.12.2012;NOVO VENTURES;FLEXION THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
120.;1601360844;11.04.2012;NOVO VENTURES;INOGEN INC.;US;3841;Minority stake unknown %
121.;138739;10.07.2001;NOVO VENTURES;ACTIVX BIOSCIENCES, INC.;US;8731;Minority stake unknown %
122.;1601298250;07.09.2011;NOVO VENTURES;ORPHAZYME APS;DK;2834 / 8731;Minority stake unknown %
123.;1601439444;22.01.2013;NOVO VENTURES;CETERIX ORTHOPAEDICS INC.;US;3841 / 8731;Minority stake unknown %
124.;207600;21.11.2003;NOVO VENTURES;PROTEIN FOREST INC.;US;3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 3829 / 8731;Minority stake unknown %
125.;344752;17.05.2005;NOVO VENTURES;LIFECYCLE PHARMA A/S;DK;8731;Minority stake unknown %
126.;469751;21.08.2006;NOVO VENTURES;THIAKIS LTD;GB;2834 / 8731;Minority stake unknown %
127.;1601433192;19.12.2012;NOVO VENTURES;NERRE THERAPEUTICS LTD;GB;8731;Minority stake unknown %
128.;248267;18.05.2004;NOVO VENTURES;PANACOS PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
129.;1909102454;13.05.2014;NOVO VENTURES;CETERIX ORTHOPAEDICS INC.;US;3841 / 8731;Minority stake unknown %
130.;1909094866;17.04.2014;NOVO VENTURES;NORA THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
131.;507844;17.01.2007;NOVO VENTURES;CYTOCHROMA INC.;CA;2834 / 8731;Minority stake unknown %
132.;1601367303;;NOVO VENTURES;AEROCRINE AB;SE;3841 / 8731;Capital Increase unknown stake %
133.;1601168143;26.08.2013;NOVO VENTURES;OREXO AB;SE;2834 / 8731;Capital Increase unknown minority stake %
134.;1909105844;22.05.2014;NOVO VENTURES;IRHYTHM TECHNOLOGIES INC.;US;3845;Minority stake unknown %
135.;1601218166;;NOVO VENTURES;AEROCRINE AB;SE;3841 / 8731;Capital Increase unknown stake %
136.;1601218159;20.10.2010;NOVO VENTURES;AEROCRINE AB;SE;3841 / 8731;Minority stake 15.731%
137.;454436;15.06.2006;NOVO VENTURES;MEDIQUEST THERAPEUTICS INC.;US;2834 / 8731;Minority stake unknown %
138.;1601416307;30.10.2012;NOVO VENTURES;THESAN PHARMACEUTICALS INC.;US;2834 / 8731;Minority stake unknown %
139.;1601250088;24.02.2011;NOVO VENTURES;HIGH THROUGHPUT GENOMICS INC.;US;3841 / 8731;Minority stake unknown %
140.;1909158538;22.10.2014;NOVO VENTURES;FORENDO PHARMA OY;FI;2834 / 8731;Minority stake unknown %
141.;195815;09.10.2003;NOVO VENTURES;NUEVOLUTION A/S;DK;2834 / 8731;Minority stake unknown %
142.;121661;22.01.2002;NOVO VENTURES;SYMPHOGEN A/S;DK;2834 / 8731;Minority stake unknown %
143.;99456;27.09.2001;NOVO VENTURES;7TM PHARMA A/S;DK;2834 / 8731;Minority stake unknown %
144.;1909560731;09.03.2017;NOVO VENTURES;ORPHAZYME APS;DK;2834 / 8731;Minority stake unknown %
145.;1601004709;01.07.2008;NOVO VENTURES;ALLOCURE INC.;US;2836 / 8731;Minority stake unknown %
146.;140417;04.12.2002;NOVO VENTURES;CYTOCHROMA INC.;CA;2834 / 8731;Minority stake unknown %
147.;106277;22.01.2002;NOVO VENTURES;BIOIMAGE A/S;DK;8731;Minority stake unknown %
148.;1601168142;07.04.2010;NOVO VENTURES;OREXO AB;SE;2834 / 8731;Minority stake 10.7%
149.;1601294889;23.08.2011;NOVO VENTURES;KALVISTA PHARMACEUTICALS LTD;GB;2834 / 8731;Minority stake unknown %
150.;1601489543;25.06.2013;NOVO VENTURES;FORENDO PHARMA OY;FI;2834 / 8731;Minority stake unknown %
151.;1909599443;29.06.2017;NOVO VENTURES;UNCHAINED LABS INC.;US;3826;Minority stake unknown %
152.;1909148352;16.09.2014;NOVO VENTURES;PULMOLOGIX AB;SE;2834 / 8731;Minority stake
153.;1601192135;26.05.2010;NOVO VENTURES;FUNXIONAL THERAPEUTICS LTD;GB;2834 / 8731;Minority stake unknown %
154.;1601381049;20.06.2012;NOVO VENTURES;SANTARIS PHARMA AS;DK;2834 / 8731;Minority stake unknown %
155.;1601266849;28.04.2011;NOVO VENTURES;CIANNA MEDICAL INC.;US;3841 / 8731;Minority stake unknown %
156.;89600;02.05.2001;NOVO VENTURES;REJUVENON CORPORATION;US;2834 / 8731;Minority stake unknown %
157.;327863;02.05.2005;NOVO VENTURES;CONFORMA THERAPEUTICS CORPORATION;US;2834 / 8731;Minority stake unknown %
158.;83985;07.12.2000;NOVO VENTURES;CUREON A/S;DK;2834 / 8731;Minority stake 49%
159.;1601131693;05.11.2009;NOVO VENTURES;METABOLEX INC.;US;2834 / 8731;Minority stake unknown %
160.;1601477839;07.06.2012;NOVO VENTURES;CARDEAS PHARMA CORPORATION;US;2834 / 8731;Minority stake unknown %
161.;289406;28.10.2004;NOVO VENTURES;7TM PHARMA A/S;DK;2834 / 8731;Minority stake unknown %
162.;1601400722;06.09.2012;NOVO VENTURES;KARUS THERAPEUTICS LTD;GB;2834 / 8071 / 8731 / 8734;Minority stake unknown %
163.;1601213123;26.08.2010;NOVO VENTURES;OREXO AB;SE;2834 / 8731;Minority stake increased from 10.655% to 16.635%
164.;1909072950;11.02.2014;NOVO VENTURES;HTG MOLECULAR DIAGNOSTICS INC.;US;3826 / 8071;Minority stake unknown %
165.;1601283836;06.07.2011;NOVO VENTURES;VANTIA LTD;GB;2834 / 8731;Minority stake unknown %
166.;1909185990;09.12.2014;NOVO VENTURES;GLIONOVA AB;SE;8731;Minority stake
167.;356720;29.06.2005;NOVO VENTURES;SANTARIS PHARMA AS;DK;2834 / 8731;Minority stake unknown %
168.;445273;;NOVO VENTURES;CELLTRIX AB;SE;8731;Minority stake unknown %
169.;149060;31.08.2002;NOVO VENTURES;CUREON A/S;DK;2834 / 8731;Minority stake unknown %
170.;243929;27.04.2004;NOVO VENTURES;LIFECYCLE PHARMA A/S;DK;8731;Minority stake unknown %
171.;103630;03.12.2001;NOVO VENTURES;NUEVOLUTION A/S;DK;2834 / 8731;Minority stake unknown %
172.;1601110677;07.12.2009;NOVO VENTURES;CELL BIOSCIENCES INC.;US;2899 / 3826 / 7371 / 8731;Minority stake unknown %
173.;1909260573;16.07.2015;NOVO VENTURES;CIANNA MEDICAL INC.;US;3841 / 8731;Minority stake unknown %
174.;1601258401;14.02.2011;NOVO VENTURES;ORPHAZYME APS;DK;2834 / 8731;Minority stake unknown %
175.;95222;22.02.2000;NOVO VENTURES;TORSANA DIABETES DIAGNOSTICS A/S;DK;3841 / 8731;Minority stake unknown %
176.;1909528489;30.12.2016;NOVO VENTURES;VERONA PHARMA PLC;GB;2834 / 8731;Minority stake increased from 8.614% to 12.586%
177.;1601359775;26.03.2012;NOVO VENTURES;DENATOR AB;SE;3841;Minority stake unknown %
178.;187861;01.09.2003;NOVO VENTURES;LIFECYCLE PHARMA A/S;DK;8731;Minority stake unknown %
179.;1909488811;27.09.2016;NOVO VENTURES;REAPPLIX APS;DK;3842 / 8731;Minority stake unknown %
180.;148367;;NOVO VENTURES;NEURODAN A/S;DK;3841 / 8731;Minority stake unknown %
181.;329641;23.03.2005;NOVO VENTURES;PRECISENSE A/S;DK;3812 / 3822 / 3823 / 3824 / 3825 / 3826 / 3829 / 3844 / 3845 / 8731;Minority stake unknown %
182.;1909236926;21.05.2015;NOVO VENTURES;BIOSYNTIA APS;DK;2833 / 8731;Minority stake unknown %
183.;95220;21.05.2001;NOVO VENTURES;TORSANA DIABETES DIAGNOSTICS A/S;DK;3841 / 8731;Minority stake unknown %
184.;1601175241;08.04.2010;NOVO VENTURES;C10 PHARMA AS;NO;2834 / 8731;Minority stake unknown %
185.;169395;28.05.2003;NOVO VENTURES;BIOMIMETIC THERAPEUTICS INC.;US;3841 / 8731;Minority stake unknown %
186.;1601174039;01.04.2010;NOVO VENTURES;OREXO AB;SE;2834 / 8731;Minority stake unknown %
187.;1909258927;13.07.2015;NOVO VENTURES;NUVELUTION PHARMA INC.;US;7371 / 7372;Minority stake unknown %
