;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s)
112.;456786;06.09.2006;MOTOROLA MOBILITY VENTURES;CLEARWIRE CORPORATION (OLD);US;3661 / 4899
113.;472651;31.08.2006;MOTOROLA MOBILITY VENTURES;OCEAN BROADBAND NETWORKS LTD;US;3661 / 3663 / 3669 / 4899
114.;1601123648;30.06.2006;MOTOROLA MOBILITY VENTURES;AVVENU INC.;US;3661 / 7371
115.;450706;13.06.2006;MOTOROLA MOBILITY VENTURES;SEQUOIA COMMUNICATIONS;US;3674
116.;445241;23.05.2006;MOTOROLA MOBILITY VENTURES;XANADU WIRELESS BV;NL;3674
117.;410740;11.05.2006;MOTOROLA MOBILITY VENTURES;SPOTWAVE WIRELESS INC.;CA;3571 / 3572 / 3575 / 3661 / 3663 / 3669 / 4899 / 5045
118.;431203;28.03.2006;MOTOROLA MOBILITY VENTURES;AMBERPOINT INC.;US;7371 / 7372
119.;427801;15.03.2006;MOTOROLA MOBILITY VENTURES;LEGEND SILICON CORPORATION;US;3571 / 3572 / 3575 / 3651 / 3652 / 3661 / 3663 / 3669 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 3695 / 3812 / 3822 / 3823 / 3824 / 3825 / 3826 / 3829 / 3844 / 3845 / 7372
120.;427795;15.03.2006;MOTOROLA MOBILITY VENTURES;SHENZHEN SHENXUN INFORMATION TECHNOLOGY DEVELOPMENT CO., LTD;CN;7371 / 7372
121.;427786;15.03.2006;MOTOROLA MOBILITY VENTURES;SHANGHAI NEWMARGIN VENTURE CAPITAL CO., LTD;CN;6799
122.;423005;27.02.2006;MOTOROLA MOBILITY VENTURES;NETOMAT INC.;US;7372
123.;462138;09.02.2006;MOTOROLA MOBILITY VENTURES;UDCAST SA;FR;4899 / 7371 / 7372
124.;417566;07.02.2006;MOTOROLA MOBILITY VENTURES;ANAM MOBILE LTD;IE;7372
125.;417152;06.02.2006;MOTOROLA MOBILITY VENTURES;A123 SYSTEMS INC.;US;3691 / 3692 / 5063
126.;416778;02.02.2006;MOTOROLA MOBILITY VENTURES;DEXTERRA INC.;US;7371
127.;413345;25.01.2006;MOTOROLA MOBILITY VENTURES;EXTRICOM LTD;IL;3571 / 3572 / 3575 / 3661 / 3663 / 3669
128.;409819;13.01.2006;MOTOROLA MOBILITY VENTURES;GLOBAL LOCATE INC.;US;3661 / 3663 / 3669 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 7371
129.;408864;11.01.2006;MOTOROLA MOBILITY VENTURES;COLORCHIP LTD;IL;3674
130.;377008;10.01.2006;MOTOROLA MOBILITY VENTURES;AGION TECHNOLOGIES INC.;US;8731
131.;406720;04.01.2006;MOTOROLA MOBILITY VENTURES;ENTROPIC COMMUNICATIONS INC.;US;3674
132.;397212;04.01.2006;MOTOROLA MOBILITY VENTURES;COPPERGATE COMMUNICATIONS LTD;IL;3663 / 3674
133.;417518;31.12.2005;MOTOROLA MOBILITY VENTURES;APERTIO LTD;GB;7371
134.;395879;17.11.2005;MOTOROLA MOBILITY VENTURES;BROADLIGHT INC.;US;3661 / 3663 / 3669 / 3674
135.;395338;16.11.2005;MOTOROLA MOBILITY VENTURES;OQO INC.;US;5045
136.;393441;08.11.2005;MOTOROLA MOBILITY VENTURES;TEKION INC.;CA;3691 / 3692 / 8731
137.;392344;02.11.2005;MOTOROLA MOBILITY VENTURES;A123 SYSTEMS INC.;US;3691 / 3692 / 5063
138.;387409;18.10.2005;MOTOROLA MOBILITY VENTURES;AUTOCELL LABORATORIES INC.;US;7371 / 7372
139.;381460;27.09.2005;MOTOROLA MOBILITY VENTURES;JULY SYSTEMS INC.;US;7371 / 7372
140.;379272;20.09.2005;MOTOROLA MOBILITY VENTURES;MOLECULAR IMPRINTS INC.;US;3555 / 8731
141.;378211;29.08.2005;MOTOROLA MOBILITY VENTURES;LUMIDIGM INC.;US;3679 / 3845
142.;372066;24.08.2005;MOTOROLA MOBILITY VENTURES;INTELLON CORPORATION;US;3661 / 3663 / 3669 / 3674
143.;367711;09.08.2005;MOTOROLA MOBILITY VENTURES;INTELLON CORPORATION;US;3661 / 3663 / 3669 / 3674
144.;367346;08.08.2005;MOTOROLA MOBILITY VENTURES;CEDAR POINT COMMUNICATIONS INC.;US;3661
145.;332700;02.08.2005;MOTOROLA MOBILITY VENTURES;TRAPEZE NETWORKS INC.;US;3669
146.;365783;01.08.2005;MOTOROLA MOBILITY VENTURES;DEXTERRA INC.;US;7371
147.;353630;16.06.2005;MOTOROLA MOBILITY VENTURES;ANAM MOBILE LTD;IE;7372
148.;348741;01.06.2005;MOTOROLA MOBILITY VENTURES;SONAPTIC LTD;GB;3661 / 7371 / 7372
149.;346645;23.05.2005;MOTOROLA MOBILITY VENTURES;422 INC.;US;2741 / 7371
150.;337493;22.04.2005;MOTOROLA MOBILITY VENTURES;ASYLUM TELECOM LLC;US;3661 / 3669 / 7371
151.;336524;19.04.2005;MOTOROLA MOBILITY VENTURES;BDNA CORPORATION;US;7374
152.;332681;06.04.2005;MOTOROLA MOBILITY VENTURES;INTEGRIAN INC.;US;3661 / 3663 / 3669
153.;328752;15.03.2005;MOTOROLA MOBILITY VENTURES;DILITHIUM INC.;GB;3661 / 3663 / 3669 / 7371 / 7372
154.;325462;09.03.2005;MOTOROLA MOBILITY VENTURES;AVVENU INC.;US;3661 / 7371
155.;324357;07.03.2005;MOTOROLA MOBILITY VENTURES;A4VISION INC.;US;7371 / 8731
156.;216259;01.03.2005;MOTOROLA MOBILITY VENTURES;SKYBITZ INC.;US;3663 / 5065 / 7371 / 7372
157.;300983;14.02.2005;MOTOROLA MOBILITY VENTURES;SEQUOIA COMMUNICATIONS;US;3674
158.;311858;24.01.2005;MOTOROLA MOBILITY VENTURES;LUMUS LTD;IL;3612 / 3613 / 3621 / 3625 / 3827
159.;305995;04.01.2005;MOTOROLA MOBILITY VENTURES;AGION TECHNOLOGIES INC.;US;8731
160.;302629;14.12.2004;MOTOROLA MOBILITY VENTURES;ORTHOGON SYSTEMS LTD;GB;3661 / 3663 / 3669
161.;295778;22.11.2004;MOTOROLA MOBILITY VENTURES;AIRCLIC INC.;US;7371
162.;260006;12.10.2004;MOTOROLA MOBILITY VENTURES;CAMERO-TECH LTD;IL;7371
163.;282818;08.10.2004;MOTOROLA MOBILITY VENTURES;KXEN INC.;US;7371
164.;281076;28.09.2004;MOTOROLA MOBILITY VENTURES;BLUEFIRE SECURITY TECHNOLOGIES INC.;US;7371
165.;279674;22.09.2004;MOTOROLA MOBILITY VENTURES;PROPAGATE NETWORKS INC.;US;7371
166.;264950;20.07.2004;MOTOROLA MOBILITY VENTURES;AURA COMMUNICATIONS INC.;US;3674 / 5065
167.;257436;21.06.2004;MOTOROLA MOBILITY VENTURES;AMBERPOINT INC.;US;7371 / 7372
168.;242987;26.04.2004;MOTOROLA MOBILITY VENTURES;DEXTERRA INC.;US;7371
169.;225636;13.02.2004;MOTOROLA MOBILITY VENTURES;INTEGRIAN INC.;US;3661 / 3663 / 3669
170.;199642;20.01.2004;MOTOROLA MOBILITY VENTURES;ALIGO INC.;US;7371 / 7372
171.;218582;15.01.2004;MOTOROLA MOBILITY VENTURES;DIBCOM SA;FR;3679 / 4899
172.;216571;07.01.2004;MOTOROLA MOBILITY VENTURES;MAGIC4 LTD;GB;7371 / 7372
173.;216077;29.12.2003;MOTOROLA MOBILITY VENTURES;MOBILEYE VISION TECHNOLOGIES LTD;IL;3674 / 7371 / 7372
174.;210672;03.12.2003;MOTOROLA MOBILITY VENTURES;SHANGHAI NEWMARGIN VENTURE CAPITAL CO., LTD;CN;6799
175.;189377;09.09.2003;MOTOROLA MOBILITY VENTURES;CLARITY TECHNOLOGIES INC.;US;7371
176.;178322;11.07.2003;MOTOROLA MOBILITY VENTURES;APPAIRENT TECHNOLOGIES INC.;US;3661 / 7372
177.;175847;30.06.2003;MOTOROLA MOBILITY VENTURES;BITFONE CORPORATION;US;7371 / 7372
178.;162839;22.04.2003;MOTOROLA MOBILITY VENTURES;DILITHIUM INC.;GB;3661 / 3663 / 3669 / 7371 / 7372
179.;151033;18.02.2003;MOTOROLA MOBILITY VENTURES;ICEFYRE SEMICONDUCTOR INC.;CA;3663 / 3674
180.;150149;12.02.2003;MOTOROLA MOBILITY VENTURES;CLARISAY, INC.;US;3663 / 3674 / 8731
181.;134987;21.10.2002;MOTOROLA MOBILITY VENTURES;MORPHO TECHNOLOGIES;US;3674
182.;116064;13.05.2002;MOTOROLA MOBILITY VENTURES;CODEONLINE OY;FI;7371 / 8999
183.;108820;19.02.2002;MOTOROLA MOBILITY VENTURES;CODEONLINE OY;FI;7371 / 8999
184.;283615;20.09.2001;MOTOROLA MOBILITY VENTURES;SIMPLEDEVICES INC.;US;7371
185.;176655;01.08.2001;MOTOROLA MOBILITY VENTURES;4THPASS INC.;US;7371 / 7372
186.;295812;15.02.2001;MOTOROLA MOBILITY VENTURES;TISSUEINFORMATICS INC.;US;7371
187.;216081;15.11.2000;MOTOROLA MOBILITY VENTURES;MOBILEYE VISION TECHNOLOGIES LTD;IL;3674 / 7371 / 7372
